label,input
normal,hostapd: wlan0: STA 48:5f:99:c0:21:6a keepalive retry succeeded retry_count=1 event_id=train-3528
normal,wpa_supplicant: wlan0: CTRL-EVENT-SIGNAL-CHANGE station=9c:b6:d0:13:7e:64 above=1 signal=-52 noise=-95 txrate=144.4 Mb/s event_id=train-3529
error,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 RADIUS: Access-Reject received session=5364
error,hostapd: wlan0: STA 70:3a:cb:51:2d:88 IEEE 802.11: deauthenticated due to previous authentication no longer valid reason=2 seq=4383
normal,hostapd: wlan0: STA 88:66:5a:d1:72:0c accounting session updated rx_bytes=66657 tx_bytes=89013
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 keepalive response received after retry retry_count=0 event_id=train-3533
error,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 IEEE 802.11: class 3 frame from nonassociated station reason=7 seq=4205
normal,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 WPA: EAPOL-Key message 1/4 sent replay_counter=860
error,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 WPA: received EAPOL-Key with invalid MIC replay_counter=3920
error,dnsmasq-dhcp[411]: DHCPNAK(wlan0) 10.20.4.120 2c:54:cf:92:10:bd lease conflict detected xid=4660
normal,hostapd: wlan0: STA 88:66:5a:d1:72:0c IEEE 802.11: associated (aid 50)
normal,hostapd: wlan0: STA 48:5f:99:c0:21:6a changed power save mode: off ps_seq=1636
normal,dnsmasq-dhcp[411]: DHCPOFFER(wlan0) 10.20.1.49 88:66:5a:d1:72:0c lease=12h
normal,wpa_supplicant: wlan0: CTRL-EVENT-SIGNAL-CHANGE station=9c:b6:d0:13:7e:64 above=1 signal=-62 noise=-95 txrate=144.4 Mb/s event_id=train-3541
error,dnsmasq-dhcp[411]: duplicate lease conflict for 10.20.0.188 70:3a:cb:51:2d:88 xid=4728
normal,hostapd: wlan0: STA 88:66:5a:d1:72:0c retry counter reset after successful frame ack retry_count=0 event_id=train-3543
error,hostapd: wlan0: STA 70:3a:cb:51:2d:88 IEEE 802.11: deauthenticated due to previous authentication no longer valid reason=2 seq=4413
error,hostapd: wlan0: STA 88:66:5a:d1:72:0c IEEE 802.11: disassociated because AP is unable to handle station reason=5 seq=4534
error,hostapd: wlan0: STA 2c:54:cf:92:10:bd IEEE 802.1X: authentication failed session=5125
normal,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 EAP: peer certificate verified serial=103294
normal,dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 0c:8b:fd:61:c2:14 xid=1344
normal,wpa_supplicant: wlan0: CTRL-EVENT-CONNECTED bssid=64:70:02:9a:bc:11 id=0 ssid=OfficeWiFi station=9c:b6:d0:13:7e:64 event_id=train-3549
error,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 IEEE 802.11: disassociated because AP is unable to handle station reason=5 seq=4258
normal,kernel: wlan0: station 3c:22:fb:10:24:38 low signal warning cleared signal=-65 event_id=train-3551
normal,hostapd: wlan0: STA dc:a6:32:48:91:0f IEEE 802.11: authenticated auth_seq=162
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 WPA: EAPOL-Key message 1/4 sent replay_counter=794
normal,hostapd: wlan0: STA 70:3a:cb:51:2d:88 WPA: pairwise key handshake completed (RSN) event_id=train-3554
normal,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 PMKSA cache entry added cache_id=3144
normal,wpa_supplicant: wlan0: CTRL-EVENT-SCAN-RESULTS station=a0:36:9f:71:b5:2e scan_id=3101
error,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 IEEE 802.11: association denied status_code=17 AP full attempt=5945
normal,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 reassociated successfully aid=18
error,hostapd: wlan0: STA f4:f5:d8:7a:19:2b EAP-TLS: client certificate validation failed serial=105243
normal,hostapd: wlan0: STA 2c:54:cf:92:10:bd changed power save mode: off ps_seq=1600
error,hostapd: wlan0: STA 70:3a:cb:51:2d:88 IEEE 802.11: deauthenticated due to previous authentication no longer valid reason=2 seq=4263
normal,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 IEEE 802.11: associated (aid 58)
normal,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 RADIUS: Access-Accept received session=3204
error,dnsmasq-dhcp[411]: bad DHCP request from 6c:5a:b0:2e:91:c8: requested address outside subnet xid=4919
error,hostapd: wlan0: STA 3c:22:fb:10:24:38 WPA: EAPOL-Key timeout after message 3/4 retry=0 event_id=train-3565
normal,kernel: wlan0: station 6c:5a:b0:2e:91:c8 power save mode disabled after traffic idle interval=44s event_id=train-3566
error,kernel: wlan0: station 28:cf:e9:5b:73:a4 link failed due to poor channel conditions signal=-91 event_id=train-3567
error,dnsmasq-dhcp[411]: DHCPNAK(wlan0) 10.20.5.205 9c:b6:d0:13:7e:64 lease conflict detected xid=4745
normal,wpa_supplicant: wlan0: CTRL-EVENT-SIGNAL-CHANGE station=9c:b6:d0:13:7e:64 above=1 signal=-52 noise=-95 txrate=144.4 Mb/s event_id=train-3569
normal,hostapd: wlan0: STA dc:a6:32:48:91:0f accounting session updated rx_bytes=65981 tx_bytes=88129
error,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 RADIUS: Access-Reject received session=5124
error,dnsmasq-dhcp[411]: no address available for DHCP request from a0:36:9f:71:b5:2e pool=2 event_id=train-3572
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 IEEE 802.11: authenticated auth_seq=516
normal,hostapd: wlan0: STA 48:5f:99:c0:21:6a WPA: EAPOL-Key message 3/4 sent replay_counter=766
normal,hostapd: wlan0: STA e4:5f:01:aa:3b:77 reassociated successfully aid=34
normal,dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.20.2.158 f4:f5:d8:7a:19:2b xid=1088
normal,kernel: wlan0: station 3c:22:fb:10:24:38 power save mode enabled after association interval=15s event_id=train-3577
normal,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 IEEE 802.11: associated (aid 40)
normal,hostapd: wlan0: STA f4:f5:d8:7a:19:2b FT authentication completed r0kh_id=ap-6 event_id=train-3579
normal,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 WPA: EAPOL-Key message 1/4 sent replay_counter=542
normal,hostapd: wlan0: STA 70:3a:cb:51:2d:88 WPA: EAPOL-Key message 2/4 received replay_counter=693
normal,kernel: wlan0: station 6c:5a:b0:2e:91:c8 power save mode disabled after traffic idle interval=14s event_id=train-3582
normal,wpa_supplicant: wlan0: CTRL-EVENT-ROAMED bssid=00:25:9c:7a:10:01 station=9c:b6:d0:13:7e:64 roam_seq=2930
normal,dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.20.3.147 dc:a6:32:48:91:0f client-37
error,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 WPA: received EAPOL-Key with invalid MIC replay_counter=3974
error,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 IEEE 802.11: class 3 frame from nonassociated station reason=7 seq=4439
error,dnsmasq-dhcp[411]: bad DHCP request from 0c:8b:fd:61:c2:14: requested address outside subnet xid=4914
error,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 IEEE 802.11: deauthenticated due to local deauth request reason=3 seq=4464
error,hostapd: wlan0: STA 2c:54:cf:92:10:bd WPA: 4-Way Handshake failed - pre-shared key may be incorrect attempt=4045
normal,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 WPA: group key handshake completed (RSN) gtk=0 event_id=train-3590
error,wpa_supplicant: wlan0: CTRL-EVENT-DISCONNECTED station=6c:5a:b0:2e:91:c8 bssid=64:70:02:9a:bc:11 reason=34 locally_generated=0 seq=4214
error,hostapd: wlan0: STA 2c:54:cf:92:10:bd WPA: group key handshake timeout retry=2 event_id=train-3592
normal,dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.20.2.152 5c:e9:1e:33:8f:a1 xid=1082
error,hostapd: wlan0: STA b8:27:eb:6d:45:f2 IEEE 802.11: association rejected unsupported rates status_code=18 attempt=5826
normal,dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.20.3.141 b8:27:eb:6d:45:f2 client-31
error,radiusd[822]: Login incorrect: [0c:8b:fd:61:c2:14] invalid password from client ap-7 event_id=train-3596
error,hostapd: wlan0: STA 3c:22:fb:10:24:38 RADIUS: Access-Reject received session=5070
error,hostapd: wlan0: STA e4:5f:01:aa:3b:77 IEEE 802.11: authentication failed status_code=13 attempt=5917
normal,hostapd: wlan0: STA e4:5f:01:aa:3b:77 WPA: group key handshake completed (RSN) gtk=0 event_id=train-3599
error,kernel: wlan0: tx queue stuck for station 70:3a:cb:51:2d:88; firmware recovery triggered queue=1
normal,hostapd: wlan0: STA a0:36:9f:71:b5:2e authorized vlan=2 event_id=train-3601
error,dnsmasq-dhcp[411]: duplicate lease conflict for 10.20.5.53 f4:f5:d8:7a:19:2b xid=4973
normal,hostapd: wlan0: STA 2c:54:cf:92:10:bd accounting session updated rx_bytes=64785 tx_bytes=86565
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 authorized vlan=2 event_id=train-3604
error,hostapd: wlan0: STA 88:66:5a:d1:72:0c denied by MAC ACL policy acl_rule=4 event_id=train-3605
normal,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 accounting session started session=3392
error,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 kicked due to low ACK response rate ack_rate=4 event_id=train-3607
normal,kernel: wlan0: station b8:27:eb:6d:45:f2 power save mode enabled after association interval=111s event_id=train-3608
error,radiusd[822]: Login incorrect: [0c:8b:fd:61:c2:14] invalid password from client ap-5
error,wpa_supplicant: wlan0: WPA: PTK derivation failed for station a0:36:9f:71:b5:2e attempt=3611
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 WPA: EAPOL-Key message sent replay_counter=756
normal,kernel: wlan0: station b8:27:eb:6d:45:f2 power save mode enabled after association interval=21s event_id=train-3612
error,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 IEEE 802.1X: EAP timeout waiting for response session=5324
normal,wpa_supplicant: wlan0: CTRL-EVENT-CONNECTED bssid=18:64:72:2f:8a:c3 id=0 ssid=OfficeWiFi-Guest station=a0:36:9f:71:b5:2e event_id=train-3614
error,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 IEEE 802.11: deauthenticated due to local deauth request reason=3 seq=4644
error,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 IEEE 802.11: authentication failed status_code=13 attempt=5867
normal,kernel: wlan0: station f4:f5:d8:7a:19:2b power save mode disabled after traffic idle interval=38s event_id=train-3617
error,hostapd: wlan0: STA 2c:54:cf:92:10:bd IEEE 802.1X: authentication failed session=5305
normal,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 changed power save mode: off ps_seq=1618
normal,dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.20.3.179 0c:8b:fd:61:c2:14 client-19
error,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 WPA: 4-Way Handshake failed - pre-shared key may be incorrect attempt=4093
normal,hostapd: wlan0: STA 88:66:5a:d1:72:0c WPA: EAPOL-Key message received replay_counter=619
normal,hostapd: wlan0: STA 3c:22:fb:10:24:38 IEEE 802.11: authenticated auth_seq=30
normal,hostapd: wlan0: STA a0:36:9f:71:b5:2e accounting interim update sent session=3386
error,wpa_supplicant: wlan0: WPA: PTK derivation failed for station 9c:b6:d0:13:7e:64 attempt=3905
normal,hostapd: wlan0: STA 70:3a:cb:51:2d:88 EAP: peer certificate verified serial=103318
error,dnsmasq-dhcp[411]: DHCPNAK(wlan0) 10.20.3.25 3c:22:fb:10:24:38 lease conflict detected xid=4755
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 authorized vlan=2 event_id=train-3628
error,kernel: wlan0: driver failed to install pairwise key for station a0:36:9f:71:b5:2e keyidx=0 event_id=train-3629
normal,dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.20.3.159 0c:8b:fd:61:c2:14 client-49
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 WPA: EAPOL-Key message 4/4 received replay_counter=929
error,wpa_supplicant: wlan0: WPA: PTK derivation failed for station a0:36:9f:71:b5:2e attempt=3971
error,kernel: wlan0: failed to allocate station entry for 6c:5a:b0:2e:91:c8 table_usage=94% event_id=train-3633
error,hostapd: wlan0: STA 88:66:5a:d1:72:0c IEEE 802.11: disassociated because AP is unable to handle station reason=5 seq=4594
normal,kernel: wlan0: station 9c:b6:d0:13:7e:64 power save mode disabled after traffic idle interval=50s event_id=train-3635
error,hostapd: wlan0: STA 2c:54:cf:92:10:bd RADIUS: server timeout during authentication session=5350
normal,hostapd: wlan0: STA 88:66:5a:d1:72:0c retry counter reset after successful frame ack retry_count=2 event_id=train-3637
normal,kernel: wlan0: station 48:5f:99:c0:21:6a data rate updated to 72.2 Mbps mcs=7 event_id=train-3638
normal,dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.20.3.191 b8:27:eb:6d:45:f2 client-31
normal,hostapd: wlan0: STA 2c:54:cf:92:10:bd retry counter reset after successful frame ack retry_count=0 event_id=train-3640
normal,kernel: wlan0: station 3c:22:fb:10:24:38 power save mode disabled ps_seq=1890
error,dnsmasq-dhcp[411]: duplicate lease conflict for 10.20.4.38 28:cf:e9:5b:73:a4 xid=4768
normal,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 keepalive retry succeeded retry_count=1 event_id=train-3643
normal,kernel: wlan0: station dc:a6:32:48:91:0f power save mode disabled ps_seq=1932
error,hostapd: wlan0: STA a0:36:9f:71:b5:2e IEEE 802.1X: EAP timeout waiting for response session=5336
normal,wpa_supplicant: wlan0: CTRL-EVENT-SIGNAL-CHANGE station=f4:f5:d8:7a:19:2b above=1 signal=-70 noise=-95 txrate=144.4 Mb/s event_id=train-3646
error,hostapd: wlan0: STA 70:3a:cb:51:2d:88 WPA: pairwise key installation failed keyidx=3 event_id=train-3647
normal,dnsmasq-dhcp[411]: DHCPRELEASE(wlan0) 10.20.5.117 5c:e9:1e:33:8f:a1
normal,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 reassociated successfully aid=17
normal,dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.20.2.30 9c:b6:d0:13:7e:64 xid=1340
error,hostapd: wlan0: STA e4:5f:01:aa:3b:77 WPA: group key handshake timeout retry=2 event_id=train-3651
normal,dnsmasq-dhcp[411]: DHCPINFORM(wlan0) 10.20.4.98 28:cf:e9:5b:73:a4
error,hostapd: wlan0: STA f4:f5:d8:7a:19:2b IEEE 802.11: class 3 frame from nonassociated station reason=7 seq=4433
error,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 IEEE 802.11: disassociated because AP is unable to handle station reason=5 seq=4378
error,hostapd: wlan0: STA b8:27:eb:6d:45:f2 IEEE 802.11: deauthenticated due to previous authentication no longer valid reason=2 seq=4401
error,dnsmasq-dhcp[411]: DHCPNAK(wlan0) 10.20.0.170 3c:22:fb:10:24:38 lease conflict detected xid=4710
error,hostapd: wlan0: STA 48:5f:99:c0:21:6a WPA: 4-Way Handshake failed - pre-shared key may be incorrect attempt=3751
error,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 denied by MAC ACL policy acl_rule=4 event_id=train-3658
normal,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 authorized vlan=2 event_id=train-3659
error,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 IEEE 802.11: disassociated because AP is unable to handle station reason=5 seq=4408
error,hostapd: wlan0: STA e4:5f:01:aa:3b:77 IEEE 802.11: authentication failed status_code=13 attempt=5812
normal,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 keepalive response received after retry retry_count=0 event_id=train-3662
error,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 WPA: 4-Way Handshake failed - pre-shared key may be incorrect attempt=4003
error,dnsmasq-dhcp[411]: DHCPNAK(wlan0) 10.20.5.75 9c:b6:d0:13:7e:64 lease conflict detected xid=4805
error,"kernel: wlan0: station 2c:54:cf:92:10:bd beacon loss detected, connection unstable seq=5605"
normal,hostapd: wlan0: STA 48:5f:99:c0:21:6a changed power save mode: off ps_seq=2116
normal,dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) dc:a6:32:48:91:0f xid=972
error,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 RADIUS: server timeout during authentication session=5068
normal,dnsmasq-dhcp[411]: DHCPRELEASE(wlan0) 10.20.5.157 5c:e9:1e:33:8f:a1
normal,hostapd: wlan0: STA 88:66:5a:d1:72:0c accounting interim update sent session=3514
error,kernel: wlan0: tx queue stuck for station 28:cf:e9:5b:73:a4; firmware recovery triggered queue=4 event_id=train-3671
error,hostapd: wlan0: STA f4:f5:d8:7a:19:2b WPA: received EAPOL-Key with invalid MIC replay_counter=4118
normal,hostapd: wlan0: STA 88:66:5a:d1:72:0c IEEE 802.11: associated (aid 46)
error,wpa_supplicant: wlan0: CTRL-EVENT-DISCONNECTED station=5c:e9:1e:33:8f:a1 bssid=18:64:72:2f:8a:c3 reason=34 locally_generated=0 seq=4382
error,wpa_supplicant: wlan0: CTRL-EVENT-BEACON-LOSS station=a0:36:9f:71:b5:2e bssid=00:25:9c:7a:10:01 seq=5486
error,hostapd: wlan0: STA 88:66:5a:d1:72:0c WPA: group key handshake timeout retry=0 event_id=train-3676
normal,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 WPA: EAPOL-Key message 1/4 sent replay_counter=650
error,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 IEEE 802.11: deauthenticated due to previous authentication no longer valid reason=2 seq=4599
normal,hostapd: wlan0: STA dc:a6:32:48:91:0f accounting interim update sent session=3462
error,"kernel: wlan0: station 9c:b6:d0:13:7e:64 beacon loss detected, connection unstable seq=5585"
normal,kernel: wlan0: station b8:27:eb:6d:45:f2 power save mode enabled after association interval=111s event_id=train-3681
error,dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) e4:5f:01:aa:3b:77 ignored because address pool exhausted pool=4 event_id=train-3682
error,hostapd: wlan0: STA e4:5f:01:aa:3b:77 IEEE 802.1X: authentication failed session=5227
normal,dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.20.2.88 f4:f5:d8:7a:19:2b xid=1208
normal,hostapd: wlan0: STA 48:5f:99:c0:21:6a WPA: group key handshake completed (RSN) gtk=0 event_id=train-3685
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 authorized vlan=2 event_id=train-3686
normal,radiusd[822]: Login OK: [70:3a:cb:51:2d:88] from client ap-7 port 4303
normal,dnsmasq-dhcp[411]: DHCPINFORM(wlan0) 10.20.4.24 88:66:5a:d1:72:0c
error,dnsmasq-dhcp[411]: bad DHCP request from 6c:5a:b0:2e:91:c8: requested address outside subnet xid=4784
error,wpa_supplicant: wlan0: WPA: PTK derivation failed for station a0:36:9f:71:b5:2e attempt=3671
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 accounting session updated rx_bytes=66293 tx_bytes=88537
error,hostapd: wlan0: STA 48:5f:99:c0:21:6a IEEE 802.11: disassociated because AP is unable to handle station reason=5 seq=4576
error,hostapd: wlan0: STA e4:5f:01:aa:3b:77 WPA: 4-Way Handshake failed - pre-shared key may be incorrect attempt=3847
normal,wpa_supplicant: wlan0: CTRL-EVENT-CONNECTED bssid=00:25:9c:7a:10:01 id=0 ssid=Lab-WPA2 station=f4:f5:d8:7a:19:2b event_id=train-3694
error,hostapd: wlan0: STA e4:5f:01:aa:3b:77 IEEE 802.11: disassociated due to inactivity reason=4 seq=4357
normal,hostapd: wlan0: STA a0:36:9f:71:b5:2e changed power save mode: on ps_seq=2111
normal,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 PMKSA cache entry added cache_id=2919
normal,hostapd: wlan0: STA 88:66:5a:d1:72:0c changed power save mode: off ps_seq=1744
normal,hostapd: wlan0: STA 88:66:5a:d1:72:0c accounting session started session=3544
error,hostapd: wlan0: STA 88:66:5a:d1:72:0c kicked due to low ACK response rate ack_rate=14 event_id=train-3700
normal,kernel: wlan0: station 2c:54:cf:92:10:bd power save mode enabled ps_seq=1945
error,dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 5c:e9:1e:33:8f:a1 ignored because address pool exhausted pool=5 event_id=train-3702
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 accounting interim update sent session=3546
normal,kernel: wlan0: station 9c:b6:d0:13:7e:64 data rate updated to 866.7 Mbps mcs=11 event_id=train-3704
normal,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 temporary queue timeout recovered queue=3 event_id=train-3705
error,wpa_supplicant: wlan0: WPA: PTK derivation failed for station f4:f5:d8:7a:19:2b attempt=3653
normal,dnsmasq-dhcp[411]: DHCPOFFER(wlan0) 10.20.1.103 28:cf:e9:5b:73:a4 lease=12h
normal,kernel: wlan0: station 48:5f:99:c0:21:6a power save mode enabled ps_seq=1771
normal,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 WPA: pairwise key handshake completed (RSN) event_id=train-3709
error,dnsmasq-dhcp[411]: DHCPNAK(wlan0) 10.20.0.140 3c:22:fb:10:24:38 lease conflict detected xid=4680
normal,hostapd: wlan0: STA 48:5f:99:c0:21:6a RADIUS: Access-Accept received session=3376
normal,kernel: wlan0: station 0c:8b:fd:61:c2:14 low signal warning cleared signal=-69 event_id=train-3712
normal,dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.20.3.69 0c:8b:fd:61:c2:14 client-39
normal,radiusd[822]: Login OK: [28:cf:e9:5b:73:a4] from client ap-3 port 4283
error,hostapd: wlan0: STA 70:3a:cb:51:2d:88 RADIUS: Access-Reject received session=5088
error,kernel: wlan0: driver failed to install pairwise key for station b8:27:eb:6d:45:f2 keyidx=1 event_id=train-3716
error,wpa_supplicant: wlan0: WPA: PTK derivation failed for station 9c:b6:d0:13:7e:64 attempt=3935
normal,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 WPA: pairwise key handshake completed (RSN) event_id=train-3718
error,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 WPA: EAPOL-Key timeout after message 3/4 retry=0 event_id=train-3719
error,hostapd: wlan0: STA a0:36:9f:71:b5:2e IEEE 802.11: class 3 frame from nonassociated station reason=7 seq=4331
normal,kernel: wlan0: station 70:3a:cb:51:2d:88 low signal warning cleared signal=-53 event_id=train-3721
normal,hostapd: wlan0: STA a0:36:9f:71:b5:2e WPA: EAPOL-Key message 1/4 sent replay_counter=656
error,wpa_supplicant: wlan0: WPA: PTK derivation failed for station f4:f5:d8:7a:19:2b attempt=3983
normal,wpa_supplicant: wlan0: CTRL-EVENT-CONNECTED bssid=64:70:02:9a:bc:11 id=0 ssid=OfficeWiFi-Guest station=a0:36:9f:71:b5:2e event_id=train-3724
error,wpa_supplicant: wlan0: WPA: PTK derivation failed for station 6c:5a:b0:2e:91:c8 attempt=3899
error,kernel: wlan0: station 28:cf:e9:5b:73:a4 link failed due to poor channel conditions signal=-91 event_id=train-3726
normal,kernel: wlan0: station a0:36:9f:71:b5:2e power save mode disabled after traffic idle interval=86s
normal,hostapd: wlan0: STA a0:36:9f:71:b5:2e changed power save mode: on ps_seq=2021
error,wpa_supplicant: wlan0: WPA: PTK derivation failed for station 6c:5a:b0:2e:91:c8 attempt=3689
normal,dnsmasq-dhcp[411]: DHCPRELEASE(wlan0) 10.20.5.75 9c:b6:d0:13:7e:64
normal,kernel: wlan0: station 5c:e9:1e:33:8f:a1 power save mode disabled after traffic idle interval=62s event_id=train-3731
error,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 WPA: pairwise key installation failed keyidx=3 event_id=train-3732
normal,hostapd: wlan0: STA e4:5f:01:aa:3b:77 changed power save mode: off ps_seq=1672
normal,kernel: wlan0: station b8:27:eb:6d:45:f2 data rate updated to 300 Mbps mcs=3 event_id=train-3734
error,wpa_supplicant: wlan0: WPA: PTK derivation failed for station 9c:b6:d0:13:7e:64 attempt=3815
normal,hostapd: wlan0: STA dc:a6:32:48:91:0f keepalive response received after retry retry_count=0 event_id=train-3736
normal,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 changed power save mode: on ps_seq=1607
normal,hostapd: wlan0: STA 48:5f:99:c0:21:6a WPA: EAPOL-Key message received replay_counter=751
normal,wpa_supplicant: wlan0: CTRL-EVENT-CONNECTED bssid=18:64:72:2f:8a:c3 id=0 ssid=IoT-Net station=5c:e9:1e:33:8f:a1 event_id=train-3739
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 changed power save mode: on ps_seq=1739
error,"kernel: wlan0: station 9c:b6:d0:13:7e:64 beacon loss detected, connection unstable seq=5465"
normal,hostapd: wlan0: STA e4:5f:01:aa:3b:77 WPA: group key handshake completed (RSN) gtk=0 event_id=train-3742
normal,dnsmasq-dhcp[411]: DHCPINFORM(wlan0) 10.20.4.192 e4:5f:01:aa:3b:77
error,hostapd: wlan0: STA 2c:54:cf:92:10:bd RADIUS: server timeout during authentication session=5170
error,hostapd: wlan0: STA a0:36:9f:71:b5:2e IEEE 802.11: class 3 frame from nonassociated station reason=7 seq=4211
error,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 IEEE 802.1X: EAP timeout waiting for response session=5000
error,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 IEEE 802.1X: EAP timeout waiting for response session=5054
error,hostapd: wlan0: STA f4:f5:d8:7a:19:2b PMF required but client did not negotiate management frame protection attempt=5948
normal,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 WPA: EAPOL-Key message 3/4 sent replay_counter=628
error,hostapd: wlan0: STA dc:a6:32:48:91:0f IEEE 802.11: deauthenticated due to local deauth request reason=3 seq=4512
error,"kernel: wlan0: station 3c:22:fb:10:24:38 beacon loss detected, connection unstable seq=5580"
normal,hostapd: wlan0: STA 3c:22:fb:10:24:38 accounting session updated rx_bytes=65825 tx_bytes=87925
error,kernel: wlan0: firmware crashed during key install for station 3c:22:fb:10:24:38 crash_id=5640
error,hostapd: wlan0: STA 70:3a:cb:51:2d:88 WPA: pairwise key installation failed keyidx=1 event_id=train-3754
normal,hostapd: wlan0: STA dc:a6:32:48:91:0f keepalive response received after retry retry_count=0 event_id=train-3755
normal,dnsmasq-dhcp[411]: DHCPRELEASE(wlan0) 10.20.5.31 a0:36:9f:71:b5:2e
error,hostapd: wlan0: STA b8:27:eb:6d:45:f2 IEEE 802.11: association rejected unsupported rates status_code=18 attempt=5991
normal,kernel: wlan0: station 6c:5a:b0:2e:91:c8 power save mode disabled after traffic idle interval=104s event_id=train-3758
error,kernel: wlan0: failed to allocate station entry for 6c:5a:b0:2e:91:c8 table_usage=99% event_id=train-3759
error,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 kicked due to low ACK response rate ack_rate=9 event_id=train-3760
error,wpa_supplicant: wlan0: CTRL-EVENT-BEACON-LOSS station=b8:27:eb:6d:45:f2 bssid=64:70:02:9a:bc:11 seq=5391
error,hostapd: wlan0: STA b8:27:eb:6d:45:f2 IEEE 802.11: association rejected unsupported rates status_code=18 attempt=5916
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 IEEE 802.11: authenticated auth_seq=456
error,wpa_supplicant: wlan0: CTRL-EVENT-BEACON-LOSS station=48:5f:99:c0:21:6a bssid=64:70:02:9a:bc:11 seq=5491
error,hostapd: wlan0: STA e4:5f:01:aa:3b:77 disconnected due to excessive frame retries retry_count=8
error,hostapd: wlan0: STA 2c:54:cf:92:10:bd IEEE 802.1X: authentication failed session=5335
normal,hostapd: wlan0: STA f4:f5:d8:7a:19:2b changed power save mode: on ps_seq=2063
error,kernel: wlan0: failed to allocate station entry for 6c:5a:b0:2e:91:c8 table_usage=99% event_id=train-3768
