label,input
error,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 IEEE 802.11: disassociated due to inactivity reason=4 seq=4401
normal,"hostapd: wlan0: STA e4:5f:01:aa:3b:77 IEEE 802.11: did not acknowledge keepalive, retry scheduled retry=1 event_id=train-1945"
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 keepalive response received sequence=2292
normal,hostapd: wlan0: STA 3c:22:fb:10:24:38 signal poll updated signal=-57 noise=-95 event_id=train-3054
normal,hostapd: wlan0: STA 3c:22:fb:10:24:38 keepalive response received sequence=1764
error,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 IEEE 802.11: association rejected unsupported rates status_code=18 attempt=5636
normal,hostapd: wlan0: STA f4:f5:d8:7a:19:2b RADIUS: Access-Accept received session=3248
normal,dnsmasq-dhcp[411]: DHCPRELEASE(wlan0) 10.20.5.75 9c:b6:d0:13:7e:64
error,hostapd: wlan0: STA 48:5f:99:c0:21:6a deauthenticated after keepalive timeout reason=4 retry_count=9
error,dnsmasq-dhcp[411]: bad DHCP request from 70:3a:cb:51:2d:88: requested address outside subnet xid=4629
error,hostapd: wlan0: STA a0:36:9f:71:b5:2e WPA: group key handshake timeout retry=1 event_id=train-3929
error,"hostapd: wlan0: STA e4:5f:01:aa:3b:77 excessive frame retries, disconnecting station retry_count=15"
normal,dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) b8:27:eb:6d:45:f2 xid=870
error,kernel: wlan0: hardware restart required after station 48:5f:99:c0:21:6a transmit timeout queue=3
error,hostapd: wlan0: STA b8:27:eb:6d:45:f2 IEEE 802.11: disassociated due to inactivity reason=4 seq=4326
normal,hostapd: wlan0: STA d8:bb:c1:07:90:ac temporary keepalive miss recovered without disconnect retry=2 event_id=train-2207
error,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 IEEE 802.11: class 3 frame from nonassociated station reason=7 seq=4239
normal,kernel: wlan0: station b8:27:eb:6d:45:f2 power save mode disabled ps_seq=1356
normal,hostapd: wlan0: STA 88:66:5a:d1:72:0c retry counter reset after successful frame ack retry_count=2 event_id=train-2014
error,hostapd: wlan0: STA e4:5f:01:aa:3b:77 WPA: EAPOL-Key timeout after message 1/4 retry=1 event_id=train-3997
normal,hostapd: wlan0: STA 88:66:5a:d1:72:0c RSN: PMKSA cache entry refreshed cache_id=2362
normal,hostapd: wlan0: STA 64:5a:04:a9:33:e1 WPA: pairwise key handshake completed (RSN) event_id=train-405
normal,dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.20.3.111 64:5a:04:a9:33:e1 client-1
error,hostapd: wlan0: STA f4:f5:d8:7a:19:2b IEEE 802.11: class 3 frame from nonassociated station reason=7 seq=4274
normal,hostapd: wlan0: STA 2c:54:cf:92:10:bd retry counter reset after successful frame ack retry_count=2
normal,kernel: wlan0: station 0c:8b:fd:61:c2:14 retry count high but frame delivered retry_count=2 event_id=train-3531
error,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 IEEE 802.11: association rejected unsupported rates status_code=18 attempt=5621
normal,dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.20.2.36 5c:e9:1e:33:8f:a1 xid=776
normal,wpa_supplicant: wlan0: CTRL-EVENT-ROAMED bssid=18:64:72:2f:8a:c3 station=2c:54:cf:92:10:bd roam_seq=3196
normal,kernel: wlan0: station 6c:5a:b0:2e:91:c8 power save mode disabled after traffic idle interval=44s
error,hostapd: wlan0: STA 2c:54:cf:92:10:bd RADIUS: server timeout during authentication session=4906
error,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 disconnected due to excessive frame retries retry_count=10
error,hostapd: wlan0: STA f4:f5:d8:7a:19:2b IEEE 802.11: deauthenticated due to local deauth request reason=3 seq=4400
error,kernel: wlan0: tx queue stuck for station 48:5f:99:c0:21:6a; firmware recovery triggered queue=3
error,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 IEEE 802.11: deauthenticated due to previous authentication no longer valid reason=2 seq=4478
error,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 denied by MAC ACL policy acl_rule=4 event_id=train-5696
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 IEEE 802.11: authenticated auth_seq=42
error,hostapd: wlan0: STA 70:3a:cb:51:2d:88 IEEE 802.11: authentication failed status_code=13 attempt=5637
normal,dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) dc:a6:32:48:91:0f xid=786
normal,hostapd: wlan0: STA d8:bb:c1:07:90:ac temporary keepalive miss recovered without disconnect retry=2 event_id=train-1973
error,"hostapd: wlan0: STA f4:f5:d8:7a:19:2b no keepalive ACK after retries, deauthenticating reason=4 retry_count=8"
error,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 IEEE 802.11: deauthenticated due to previous authentication no longer valid reason=2 seq=4473
error,dnsmasq-dhcp[411]: duplicate lease conflict for 10.20.5.43 a0:36:9f:71:b5:2e xid=4583
error,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 IEEE 802.11: association denied status_code=17 AP full attempt=5625
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 reassociated successfully aid=47
normal,hostapd: wlan0: STA 3c:22:fb:10:24:38 RSN: PMKSA cache lookup succeeded cache_id=2448
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 RSN: PMKSA cache entry added cache_id=2526
error,dnsmasq-dhcp[411]: DHCPNAK(wlan0) 10.20.1.95 48:5f:99:c0:21:6a lease conflict detected xid=4825
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 keepalive response received sequence=1788
normal,hostapd: wlan0: STA a0:36:9f:71:b5:2e RSN: PMKSA cache lookup succeeded cache_id=2693
error,hostapd: wlan0: STA 2c:54:cf:92:10:bd RADIUS: server timeout during authentication session=4888
error,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 WPA: group key handshake timeout retry=3 event_id=train-3851
normal,"hostapd: wlan0: STA 48:5f:99:c0:21:6a IEEE 802.11: did not acknowledge keepalive, retry scheduled retry=1 event_id=train-2335"
normal,hostapd: wlan0: STA f4:f5:d8:7a:19:2b keepalive retry succeeded retry=2
error,"kernel: wlan0: station 5c:e9:1e:33:8f:a1 beacon loss detected, connection unstable seq=5240"
error,hostapd: wlan0: STA f4:f5:d8:7a:19:2b WPA: 4-Way Handshake failed - pre-shared key may be incorrect attempt=3986
normal,kernel: wlan0: station dc:a6:32:48:91:0f power save mode disabled ps_seq=1704
normal,hostapd: wlan0: STA a8:6d:aa:42:bc:09 EAP: peer certificate verified serial=103310
error,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 IEEE 802.11: class 3 frame from nonassociated station reason=7 seq=4214
error,hostapd: wlan0: STA dc:a6:32:48:91:0f IEEE 802.11: deauthenticated due to local deauth request reason=3 seq=4350
error,hostapd: wlan0: STA 2c:54:cf:92:10:bd IEEE 802.11: class 3 frame from nonassociated station reason=7 seq=4384
error,hostapd: wlan0: STA f4:f5:d8:7a:19:2b IEEE 802.1X: EAP timeout waiting for response session=5066
normal,hostapd: wlan0: STA 3c:22:fb:10:24:38 keepalive response received after retry
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 signal poll updated signal=-45 noise=-95
error,hostapd: wlan0: STA b8:27:eb:6d:45:f2 RADIUS: Access-Reject received session=5046
normal,dnsmasq-dhcp[411]: DHCPINFORM(wlan0) 10.20.4.104 a8:6d:aa:42:bc:09
normal,hostapd: wlan0: STA 3c:22:fb:10:24:38 signal poll updated signal=-69 noise=-95
error,hostapd: wlan0: STA 3c:22:fb:10:24:38 WPA: EAPOL-Key timeout after message 3/4 retry=0 event_id=train-3720
normal,hostapd: wlan0: STA d8:bb:c1:07:90:ac IEEE 802.1X: authentication completed successfully session=3257
normal,hostapd: wlan0: STA f4:f5:d8:7a:19:2b accounting session started session=3464
normal,wpa_supplicant: wlan0: CTRL-EVENT-SIGNAL-CHANGE station=6c:5a:b0:2e:91:c8 above=1 signal=-47 noise=-95 txrate=144.4 Mb/s
normal,hostapd: wlan0: STA e4:5f:01:aa:3b:77 WPA: EAPOL-Key message received replay_counter=691
normal,hostapd: wlan0: STA 88:66:5a:d1:72:0c changed power save mode: off ps_seq=1678
normal,hostapd: wlan0: STA f4:f5:d8:7a:19:2b RSN: using cached PMKSA for fast reconnect cache_id=2744
normal,dnsmasq-dhcp[411]: DHCPOFFER(wlan0) 10.20.1.31 e4:5f:01:aa:3b:77 lease=12h
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 RSN: PMKSA cache lookup succeeded cache_id=2768
error,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 denied by MAC ACL policy acl_rule=9
normal,dnsmasq-dhcp[411]: DHCPINFORM(wlan0) 10.20.4.204 a8:6d:aa:42:bc:09
normal,hostapd: wlan0: STA dc:a6:32:48:91:0f RSN: PMKSA cache entry added cache_id=2406
error,"kernel: wlan0: station 6c:5a:b0:2e:91:c8 beacon loss detected, connection unstable seq=5360"
normal,hostapd: wlan0: STA dc:a6:32:48:91:0f reassociated successfully aid=27
error,"kernel: wlan0: station dc:a6:32:48:91:0f beacon loss detected, connection unstable seq=5250"
normal,hostapd: wlan0: STA 48:5f:99:c0:21:6a IEEE 802.11: associated (aid 44)
normal,hostapd: wlan0: STA 2c:54:cf:92:10:bd WPA: group key handshake completed (RSN) gtk=0 event_id=train-184
error,hostapd: wlan0: STA 48:5f:99:c0:21:6a IEEE 802.11: authentication failed status_code=13 attempt=5617
error,hostapd: wlan0: STA dc:a6:32:48:91:0f WPA: EAPOL-Key timeout after message 3/4 retry=0 event_id=train-3948
error,dnsmasq-dhcp[411]: bad DHCP request from b8:27:eb:6d:45:f2: requested address outside subnet xid=4614
normal,kernel: wlan0: station dc:a6:32:48:91:0f power save mode disabled ps_seq=1326
normal,kernel: wlan0: station 28:cf:e9:5b:73:a4 power save mode enabled ps_seq=1543
error,hostapd: wlan0: STA 88:66:5a:d1:72:0c RADIUS: server timeout during authentication session=5170
normal,dnsmasq-dhcp[411]: DHCPRELEASE(wlan0) 10.20.5.177 d8:bb:c1:07:90:ac
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 keepalive response received sequence=2004
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 WPA: EAPOL-Key message sent replay_counter=564
normal,hostapd: wlan0: STA 88:66:5a:d1:72:0c retry counter reset after successful frame ack retry_count=2 event_id=train-2338
normal,hostapd: wlan0: STA 64:5a:04:a9:33:e1 keepalive response received after retry retry=0 event_id=train-2277
error,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 IEEE 802.11: deauthenticated due to local deauth request reason=3 seq=4225
error,hostapd: wlan0: STA 48:5f:99:c0:21:6a IEEE 802.11: disassociated due to inactivity reason=4 seq=4411
error,kernel: wlan0: station 2c:54:cf:92:10:bd link failed due to poor channel conditions signal=-82 event_id=train-5296
error,kernel: wlan0: driver failed to install pairwise key for station 48:5f:99:c0:21:6a keyidx=3
normal,hostapd: wlan0: STA 3c:22:fb:10:24:38 keepalive response received sequence=2160
normal,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 FT authentication completed r0kh_id=ap-7 event_id=train-3171
normal,kernel: wlan0: station dc:a6:32:48:91:0f power save mode disabled ps_seq=1758
error,hostapd: wlan0: STA 88:66:5a:d1:72:0c WPA: pairwise key installation failed keyidx=2 event_id=train-3994
error,hostapd: wlan0: STA dc:a6:32:48:91:0f RADIUS: Access-Reject received session=4962
error,wpa_supplicant: wlan0: CTRL-EVENT-DISCONNECTED station=48:5f:99:c0:21:6a bssid=00:25:9c:7a:10:01 reason=34 locally_generated=0 seq=4267
error,radiusd[822]: Login incorrect: [70:3a:cb:51:2d:88] invalid password from client ap-1 event_id=train-4965
normal,kernel: wlan0: station e4:5f:01:aa:3b:77 data rate updated to 72.2 Mbps mcs=7 event_id=train-2935
error,wpa_supplicant: wlan0: CTRL-EVENT-BEACON-LOSS station=64:5a:04:a9:33:e1 bssid=64:70:02:9a:bc:11 seq=5361
normal,wpa_supplicant: wlan0: CTRL-EVENT-CONNECTED bssid=00:25:9c:7a:10:01 id=0 ssid=IoT-Net station=d8:bb:c1:07:90:ac event_id=train-299
normal,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 WPA: EAPOL-Key message 4/4 received replay_counter=707
normal,hostapd: wlan0: STA 3c:22:fb:10:24:38 RSN: PMKSA cache lookup succeeded cache_id=2628
normal,wpa_supplicant: wlan0: CTRL-EVENT-SIGNAL-CHANGE station=5c:e9:1e:33:8f:a1 above=1 signal=-73 noise=-95 txrate=144.4 Mb/s
normal,dnsmasq-dhcp[411]: DHCPOFFER(wlan0) 10.20.1.27 28:cf:e9:5b:73:a4 lease=12h
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 RSN: PMKSA cache entry added cache_id=2796
error,dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 3c:22:fb:10:24:38 ignored because address pool exhausted pool=0 event_id=train-4674
normal,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 keepalive response received after retry retry=0 event_id=train-2145
error,"kernel: wlan0: station b8:27:eb:6d:45:f2 beacon loss detected, connection unstable seq=5280"
normal,hostapd: wlan0: STA 64:5a:04:a9:33:e1 RSN: PMKSA cache entry refreshed cache_id=2427
normal,dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.20.3.207 70:3a:cb:51:2d:88 client-17
normal,hostapd: wlan0: STA 2c:54:cf:92:10:bd WPA: group key handshake completed (RSN) gtk=2 event_id=train-310
error,hostapd: wlan0: STA e4:5f:01:aa:3b:77 IEEE 802.11: deauthenticated due to previous authentication no longer valid reason=2 seq=4543
normal,hostapd: wlan0: STA 3c:22:fb:10:24:38 signal poll updated signal=-45 noise=-95
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 authorized vlan=2 event_id=train-152
error,dnsmasq-dhcp[411]: duplicate lease conflict for 10.20.3.113 0c:8b:fd:61:c2:14 xid=4653
error,wpa_supplicant: wlan0: CTRL-EVENT-BEACON-LOSS station=d8:bb:c1:07:90:ac bssid=00:25:9c:7a:10:02 seq=5291
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 authorized vlan=2 event_id=train-260
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 transient low ACK rate recovered ack_rate=40
normal,dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 3c:22:fb:10:24:38 xid=1098
error,hostapd: wlan0: STA a0:36:9f:71:b5:2e EAP-TLS: client certificate validation failed serial=105123
normal,hostapd: wlan0: STA a8:6d:aa:42:bc:09 WPA: group key handshake completed (RSN) gtk=2 event_id=train-118
error,radiusd[822]: Login incorrect: [70:3a:cb:51:2d:88] invalid password from client ap-5 event_id=train-5145
error,"hostapd: wlan0: STA 2c:54:cf:92:10:bd excessive frame retries, disconnecting station retry_count=8"
error,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 IEEE 802.1X: EAP timeout waiting for response session=5072
error,hostapd: wlan0: STA b8:27:eb:6d:45:f2 WPA: EAPOL-Key timeout after message 3/4 retry=2 event_id=train-3834
normal,wpa_supplicant: wlan0: CTRL-EVENT-ROAMED bssid=00:25:9c:7a:10:02 station=dc:a6:32:48:91:0f roam_seq=3072
normal,kernel: wlan0: station 48:5f:99:c0:21:6a power save mode enabled ps_seq=1333
error,dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) dc:a6:32:48:91:0f ignored because address pool exhausted pool=0 event_id=train-4704
error,dnsmasq-dhcp[411]: DHCPNAK(wlan0) 10.20.4.30 a8:6d:aa:42:bc:09 lease conflict detected xid=4570
error,radiusd[822]: Login incorrect: [70:3a:cb:51:2d:88] invalid password from client ap-3 event_id=train-5055
error,"hostapd: wlan0: STA 3c:22:fb:10:24:38 excessive frame retries, disconnecting station"
normal,hostapd: wlan0: STA a0:36:9f:71:b5:2e temporary keepalive miss recovered without disconnect retry=2 event_id=train-2129
error,hostapd: wlan0: STA d8:bb:c1:07:90:ac WPA: group key handshake timeout retry=1 event_id=train-4061
error,dnsmasq-dhcp[411]: duplicate lease conflict for 10.20.4.198 88:66:5a:d1:72:0c xid=4738
normal,hostapd: wlan0: STA d8:bb:c1:07:90:ac RSN: PMKSA cache lookup succeeded cache_id=2573
error,radiusd[822]: Login incorrect: [70:3a:cb:51:2d:88] invalid password from client ap-5 event_id=train-4929
normal,kernel: wlan0: station dc:a6:32:48:91:0f power save mode disabled ps_seq=1470
normal,hostapd: wlan0: STA 64:5a:04:a9:33:e1 keepalive response received after retry retry=0 event_id=train-2025
error,wpa_supplicant: wlan0: CTRL-EVENT-DISCONNECTED station=64:5a:04:a9:33:e1 bssid=00:25:9c:7a:10:01 reason=34 locally_generated=0 seq=4227
normal,kernel: wlan0: station e4:5f:01:aa:3b:77 low signal warning cleared signal=-51
normal,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 accounting session updated rx_bytes=23124 tx_bytes=31242
error,kernel: wlan0: driver failed to install pairwise key for station 64:5a:04:a9:33:e1 keyidx=1 event_id=train-5589
normal,hostapd: wlan0: STA 3c:22:fb:10:24:38 RSN: PMKSA cache hit cache_id=2610
error,hostapd: wlan0: STA e4:5f:01:aa:3b:77 WPA: EAPOL-Key timeout after message 1/4 retry=1 event_id=train-3853
normal,hostapd: wlan0: STA 2c:54:cf:92:10:bd WPA: EAPOL-Key message 3/4 sent replay_counter=406
normal,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 transient low ACK rate recovered ack_rate=36
normal,kernel: wlan0: station f4:f5:d8:7a:19:2b power save mode disabled after traffic idle interval=80s event_id=train-1532
normal,kernel: wlan0: station 9c:b6:d0:13:7e:64 data rate updated to 866.7 Mbps mcs=11 event_id=train-3023
normal,dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 3c:22:fb:10:24:38 xid=1116
normal,hostapd: wlan0: STA 64:5a:04:a9:33:e1 keepalive response received after retry retry=0 event_id=train-2223
normal,hostapd: wlan0: STA 3c:22:fb:10:24:38 RSN: PMKSA cache entry refreshed cache_id=2682
normal,kernel: wlan0: station 9c:b6:d0:13:7e:64 data rate updated to 866.7 Mbps mcs=11 event_id=train-2879
normal,dnsmasq-dhcp[411]: DHCPINFORM(wlan0) 10.20.4.32 a8:6d:aa:42:bc:09
error,hostapd: wlan0: STA 64:5a:04:a9:33:e1 WPA: received EAPOL-Key with invalid MIC replay_counter=3831
normal,wpa_supplicant: wlan0: CTRL-EVENT-SCAN-RESULTS station=48:5f:99:c0:21:6a scan_id=3061
normal,hostapd: wlan0: STA f4:f5:d8:7a:19:2b RADIUS: Access-Accept received session=3320
error,kernel: wlan0: connection lost from 00:25:9c:7a:10:01 after beacon timeout station=a0:36:9f:71:b5:2e seq=5267
error,hostapd: wlan0: STA e4:5f:01:aa:3b:77 IEEE 802.1X: authentication failed session=5047
error,hostapd: wlan0: STA 2c:54:cf:92:10:bd IEEE 802.11: authentication failed status_code=13 attempt=5662
normal,kernel: wlan0: station 70:3a:cb:51:2d:88 power save mode enabled after association interval=63s
normal,hostapd: wlan0: STA f4:f5:d8:7a:19:2b accounting interim update sent session=3482
normal,dnsmasq-dhcp[411]: DHCPOFFER(wlan0) 10.20.1.157 e4:5f:01:aa:3b:77 lease=12h
normal,hostapd: wlan0: STA 3c:22:fb:10:24:38 IEEE 802.11: authenticated auth_seq=162
normal,dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 3c:22:fb:10:24:38 xid=1080
error,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 WPA: 4-Way Handshake failed - pre-shared key may be incorrect attempt=3920
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 RSN: PMKSA cache entry added cache_id=2616
normal,dnsmasq-dhcp[411]: DHCPOFFER(wlan0) 10.20.1.209 28:cf:e9:5b:73:a4 lease=12h
error,hostapd: wlan0: STA d8:bb:c1:07:90:ac WPA: group key handshake timeout retry=1 event_id=train-3917
normal,hostapd: wlan0: STA 64:5a:04:a9:33:e1 WPA: EAPOL-Key message 2/4 received replay_counter=717
error,dnsmasq-dhcp[411]: duplicate lease conflict for 10.20.0.88 dc:a6:32:48:91:0f xid=4818
normal,hostapd: wlan0: STA 70:3a:cb:51:2d:88 RSN: using cached PMKSA for fast reconnect cache_id=2379
normal,hostapd: wlan0: STA a0:36:9f:71:b5:2e RSN: PMKSA cache lookup succeeded cache_id=2783
normal,hostapd: wlan0: STA a0:36:9f:71:b5:2e temporary keepalive miss recovered without disconnect retry=2 event_id=train-2111
normal,kernel: wlan0: station f4:f5:d8:7a:19:2b power save mode disabled after traffic idle interval=92s
error,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 disconnected due to excessive frame retries retry_count=13
normal,kernel: wlan0: station b8:27:eb:6d:45:f2 power save mode disabled ps_seq=1158
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 temporary queue timeout recovered queue=0 event_id=train-3572
normal,hostapd: wlan0: STA 88:66:5a:d1:72:0c retry counter reset after successful frame ack retry_count=0 event_id=train-1888
normal,wpa_supplicant: wlan0: CTRL-EVENT-ROAMED bssid=00:25:9c:7a:10:01 station=3c:22:fb:10:24:38 roam_seq=3168
normal,wpa_supplicant: wlan0: CTRL-EVENT-SIGNAL-CHANGE station=dc:a6:32:48:91:0f above=1 signal=-63 noise=-95 txrate=54 Mb/s
normal,hostapd: wlan0: STA dc:a6:32:48:91:0f RSN: PMKSA cache entry refreshed cache_id=2622
normal,hostapd: wlan0: STA a8:6d:aa:42:bc:09 changed power save mode: off ps_seq=1186
normal,hostapd: wlan0: STA a0:36:9f:71:b5:2e RSN: PMKSA cache hit cache_id=2675
error,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 disconnected due to excessive frame retries retry_count=14
error,hostapd: wlan0: STA a8:6d:aa:42:bc:09 RADIUS: server timeout during authentication session=5128
normal,hostapd: wlan0: STA 64:5a:04:a9:33:e1 WPA: EAPOL-Key message 2/4 received replay_counter=627
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 WPA: EAPOL-Key message sent replay_counter=636
error,kernel: wlan0: tx queue stuck for station b8:27:eb:6d:45:f2; firmware recovery triggered queue=0
normal,wpa_supplicant: wlan0: CTRL-EVENT-ROAMED bssid=18:64:72:2f:8a:c3 station=5c:e9:1e:33:8f:a1 roam_seq=3116
error,kernel: wlan0: connection lost from 18:64:72:2f:8a:c3 after beacon timeout station=70:3a:cb:51:2d:88 seq=5277
error,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 IEEE 802.1X: authentication failed session=4999
error,hostapd: wlan0: STA f4:f5:d8:7a:19:2b WPA: 4-Way Handshake failed - pre-shared key may be incorrect attempt=3752
error,hostapd: wlan0: STA f4:f5:d8:7a:19:2b WPA: 4-Way Handshake failed - pre-shared key may be incorrect attempt=3968
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 RSN: PMKSA cache lookup succeeded cache_id=2508
error,hostapd: wlan0: STA d8:bb:c1:07:90:ac IEEE 802.11: association denied status_code=17 AP full attempt=5705
normal,hostapd: wlan0: STA 64:5a:04:a9:33:e1 accounting session updated rx_bytes=64889 tx_bytes=86701
normal,kernel: wlan0: station 0c:8b:fd:61:c2:14 power save mode enabled after association interval=27s
normal,"hostapd: wlan0: STA 48:5f:99:c0:21:6a IEEE 802.11: did not acknowledge keepalive, retry scheduled retry=1 event_id=train-2137"
normal,kernel: wlan0: station 70:3a:cb:51:2d:88 retry count high but frame delivered retry_count=2 event_id=train-3579
error,hostapd: wlan0: STA f4:f5:d8:7a:19:2b WPA: 4-Way Handshake failed - pre-shared key may be incorrect attempt=3860
error,"kernel: wlan0: station 5c:e9:1e:33:8f:a1 beacon loss detected, connection unstable seq=5330"
normal,kernel: wlan0: station 70:3a:cb:51:2d:88 power save mode enabled after association interval=99s
normal,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 RSN: PMKSA cache lookup succeeded cache_id=2723
normal,hostapd: wlan0: STA 3c:22:fb:10:24:38 keepalive retry succeeded
normal,kernel: wlan0: station f4:f5:d8:7a:19:2b power save mode disabled after traffic idle interval=110s
error,hostapd: wlan0: STA 3c:22:fb:10:24:38 IEEE 802.11: deauthenticated due to previous authentication no longer valid reason=2 seq=4338
error,kernel: wlan0: firmware crashed during key install for station f4:f5:d8:7a:19:2b crash_id=5390
error,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 disconnected due to excessive frame retries retry_count=9
error,dnsmasq-dhcp[411]: bad DHCP request from 88:66:5a:d1:72:0c: requested address outside subnet xid=4684
normal,hostapd: wlan0: STA 88:66:5a:d1:72:0c signal poll updated signal=-55 noise=-95 event_id=train-3022
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 keepalive response received sequence=2328
normal,hostapd: wlan0: STA 64:5a:04:a9:33:e1 accounting session updated rx_bytes=63953 tx_bytes=85477
error,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 IEEE 802.11: deauthenticated due to local deauth request reason=3 seq=4160
normal,dnsmasq-dhcp[411]: DHCPINFORM(wlan0) 10.20.4.152 2c:54:cf:92:10:bd
error,hostapd: wlan0: STA a0:36:9f:71:b5:2e IEEE 802.11: deauthenticated due to previous authentication no longer valid reason=2 seq=4403
error,hostapd: wlan0: STA e4:5f:01:aa:3b:77 IEEE 802.11: deauthenticated due to local deauth request reason=3 seq=4345
error,hostapd: wlan0: STA a0:36:9f:71:b5:2e IEEE 802.11: deauthenticated due to previous authentication no longer valid reason=2 seq=4223
error,hostapd: wlan0: STA 70:3a:cb:51:2d:88 IEEE 802.11: disassociated due to inactivity reason=4 seq=4161
normal,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 RSN: using cached PMKSA for fast reconnect cache_id=2569
normal,hostapd: wlan0: STA e4:5f:01:aa:3b:77 IEEE 802.11: associated (aid 30)
error,kernel: wlan0: hardware restart required after station 5c:e9:1e:33:8f:a1 transmit timeout queue=0
error,"hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 no keepalive ACK after retries, deauthenticating reason=4 retry_count=10"
error,hostapd: wlan0: STA 2c:54:cf:92:10:bd IEEE 802.11: deauthenticated due to previous authentication no longer valid reason=2 seq=4258
normal,hostapd: wlan0: STA 88:66:5a:d1:72:0c temporary queue timeout recovered queue=0 event_id=train-3580
error,hostapd: wlan0: STA d8:bb:c1:07:90:ac IEEE 802.11: deauthenticated due to local deauth request reason=3 seq=4535
normal,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 WPA: pairwise key handshake completed (RSN) event_id=train-75
error,hostapd: wlan0: STA 48:5f:99:c0:21:6a IEEE 802.1X: authentication failed session=5167
error,"hostapd: wlan0: STA 28:cf:e9:5b:73:a4 excessive frame retries, disconnecting station retry_count=13"
normal,radiusd[822]: Login OK: [9c:b6:d0:13:7e:64] from client ap-3 port 4371
normal,hostapd: wlan0: STA d8:bb:c1:07:90:ac RSN: PMKSA cache lookup succeeded cache_id=2753
error,hostapd: wlan0: STA 3c:22:fb:10:24:38 RADIUS: Access-Reject received session=4896
normal,kernel: wlan0: station 48:5f:99:c0:21:6a power save mode enabled ps_seq=1387
normal,hostapd: wlan0: STA 64:5a:04:a9:33:e1 keepalive response received after retry retry=0 event_id=train-2151
normal,kernel: wlan0: station 70:3a:cb:51:2d:88 power save mode enabled after association interval=81s event_id=train-1653
normal,hostapd: wlan0: STA a8:6d:aa:42:bc:09 WPA: EAPOL-Key message 3/4 sent replay_counter=430
error,dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 64:5a:04:a9:33:e1 ignored because address pool exhausted pool=3
normal,wpa_supplicant: wlan0: CTRL-EVENT-CONNECTED bssid=64:70:02:9a:bc:11 id=0 ssid=OfficeWiFi-Guest station=d8:bb:c1:07:90:ac event_id=train-353
