label,input
error,2023-11-15T00:37:05.250Z wpa_supplicant[212]: wlan0: WPA: replay counter did not increase - dropping packet from 02:11:22:33:44:55
error,2023-11-14T22:25:50.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=8
error,2023-11-15T01:29:20.050Z hostapd: wlan0: STA 02:00:00:00:0c:41 IEEE 802.11: association denied due to unsupported rates
error,"2023-11-15T00:08:20.150Z hostapd: wlan0: STA 02:00:00:00:07:31 IEEE 802.11: authentication rejected, status_code=13"
error,2023-11-15T00:04:40.350Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:06:f5
error,2023-11-15T00:16:55.800Z kernel: wlan0: connection lost from 02:11:22:33:44:55 after beacon timeout
error,2023-11-14T23:24:50.150Z hostapd: wlan0: STA 02:00:00:00:04:77 IEEE 802.11: disassociated due to excessive frame loss
normal,2023-11-14T23:42:35.050Z hostapd: wlan0: STA 02:00:00:00:05:90 IEEE 802.11: associated (aid 1)
error,2023-11-15T01:04:05.150Z hostapd: wlan0: STA 02:00:00:00:0a:aa WPA: group key handshake timeout
normal,2023-11-15T01:22:05.050Z hostapd: wlan0: STA 02:00:00:00:0b:ca IEEE 802.11: associated (aid 6)
error,"2023-11-14T23:41:20.100Z hostapd: wlan0: STA 02:00:00:00:05:81 IEEE 802.11: denied association, too many stations"
error,2023-11-15T00:54:35.500Z dhclient[532]: No DHCPOFFERS received.
error,2023-11-15T01:27:50.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=8
error,2023-11-15T00:05:05.250Z wpa_supplicant[212]: wlan0: WPA: replay counter did not increase - dropping packet from 02:11:22:33:44:55
normal,2023-11-15T00:51:55.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:55 completed
error,2023-11-15T01:02:15.500Z hostapd: wlan0: STA 02:00:00:00:0a:8c IEEE 802.1X: authentication failed - EAP timeout
normal,2023-11-15T00:22:40.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:08:15
error,2023-11-14T23:48:05.100Z hostapd: wlan0: STA 02:00:00:00:05:ea WPA: PTKSTART: 4-way handshake failed after retransmission
error,2023-11-14T22:56:05.200Z kernel: wlan0: Michael MIC failure detected for STA 02:00:00:00:02:aa
normal,2023-11-15T00:52:30.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:55 completed
error,2023-11-14T22:40:20.250Z hostapd: wlan0: STA 02:00:00:00:01:b1 rejected due to ACL deny list
error,2023-11-14T23:44:35.550Z dhclient[532]: No working leases in persistent database - sleeping.
error,2023-11-15T00:09:25.150Z kernel: wlan0: deauthenticating from 02:11:22:33:44:55 by local choice (Reason: 7)
normal,2023-11-14T23:50:45.250Z dnsmasq-dhcp[411]: DHCPINFORM(wlan0) 10.0.0.87 02:00:00:00:06:16
normal,2023-11-15T00:16:40.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:07:b5
normal,2023-11-14T23:23:30.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:55 completed
normal,2023-11-15T01:19:40.100Z hostapd: wlan0: STA 02:00:00:00:0b:a5 WPA: pairwise key handshake completed (RSN)
error,2023-11-14T23:49:35.400Z dnsmasq-dhcp[411]: DHCPNAK(wlan0) 10.0.0.87 02:00:00:00:06:04 wrong network
normal,2023-11-15T01:19:30.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:0b:9f
error,2023-11-14T23:23:00.450Z kernel: wlan0: firmware crashed while processing association response
normal,2023-11-15T00:59:10.200Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:0a:5b
normal,2023-11-15T00:01:00.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:55 completed
normal,2023-11-14T23:34:25.150Z wpa_supplicant[212]: wlan0: WPA: Key negotiation completed with 02:11:22:33:44:66 [PTK=CCMP GTK=CCMP]
normal,2023-11-14T23:28:25.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:66 completed
normal,2023-11-14T22:37:25.050Z hostapd: wlan0: STA 02:00:00:00:01:82 IEEE 802.11: associated (aid 3)
error,2023-11-15T01:32:20.200Z hostapd: wlan0: STA 02:00:00:00:0c:71 SAE: authentication failed
normal,2023-11-14T22:48:30.000Z hostapd: wlan0: STA 02:00:00:00:02:2f IEEE 802.11: authenticated
error,2023-11-14T22:49:35.450Z dnsmasq-dhcp[411]: no address available for 02:00:00:00:02:44
normal,2023-11-15T01:12:45.050Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.87 02:00:00:00:0b:36
normal,2023-11-15T01:19:25.150Z wpa_supplicant[212]: wlan0: WPA: Key negotiation completed with 02:11:22:33:44:66 [PTK=CCMP GTK=CCMP]
error,2023-11-15T00:49:00.550Z wpa_supplicant[212]: wlan0: CTRL-EVENT-BEACON-LOSS
normal,2023-11-15T00:37:35.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:55 completed
error,2023-11-14T22:20:00.450Z kernel: wlan0: firmware crashed while processing association response
normal,2023-11-14T22:36:45.050Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.87 02:00:00:00:01:76
normal,2023-11-14T22:15:30.100Z hostapd: wlan0: STA 02:00:00:00:00:1f WPA: pairwise key handshake completed (RSN)
error,2023-11-14T22:53:05.250Z wpa_supplicant[212]: wlan0: WPA: replay counter did not increase - dropping packet from 02:11:22:33:44:55
normal,2023-11-14T22:18:00.000Z hostapd: wlan0: STA 02:00:00:00:00:49 IEEE 802.11: authenticated
error,"2023-11-14T22:52:35.650Z kernel: IPv4: martian source 10.0.0.87 from 10.0.0.87, on dev wlan0"
normal,2023-11-15T00:16:20.000Z hostapd: wlan0: STA 02:00:00:00:07:b1 IEEE 802.11: authenticated
normal,2023-11-15T00:39:20.000Z hostapd: wlan0: STA 02:00:00:00:09:21 IEEE 802.11: authenticated
normal,2023-11-14T23:31:40.250Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.42 02:00:00:00:04:e5
error,2023-11-14T23:13:50.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=8
error,2023-11-15T00:02:30.100Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
error,2023-11-15T01:30:35.500Z dhclient[532]: No DHCPOFFERS received.
normal,2023-11-15T00:03:35.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:06:e4
normal,2023-11-15T00:54:00.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:0a:09
normal,2023-11-14T22:38:00.200Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:01:89
normal,2023-11-14T22:49:25.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:66 completed
normal,2023-11-15T00:11:40.000Z hostapd: wlan0: STA 02:00:00:00:07:65 IEEE 802.11: authenticated
normal,2023-11-14T23:36:35.050Z hostapd: wlan0: STA 02:00:00:00:05:34 IEEE 802.11: associated (aid 1)
error,2023-11-14T23:39:55.750Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=4 locally_generated=0
error,2023-11-14T22:53:35.350Z hostapd: wlan0: STA 02:00:00:00:02:80 IEEE 802.11: deauthenticated due to local deauth request
error,2023-11-14T23:04:55.800Z kernel: wlan0: connection lost from 02:11:22:33:44:55 after beacon timeout
normal,2023-11-14T22:13:20.000Z hostapd: wlan0: STA 02:00:00:00:00:01 IEEE 802.11: authenticated
normal,2023-11-14T22:21:15.000Z hostapd: wlan0: STA 02:00:00:00:00:7c IEEE 802.11: authenticated
error,"2023-11-15T00:20:35.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-SSID-TEMP-DISABLED id=0 ssid=""LabWiFi"" auth_failures=1 duration=10 reason=WRONG_KEY"
error,2023-11-15T01:27:25.200Z hostapd: wlan0: STA 02:00:00:00:0c:22 IEEE 802.11: deauthenticated due to inactivity
normal,2023-11-14T22:24:55.000Z hostapd: wlan0: STA 02:00:00:00:00:b8 IEEE 802.11: authenticated
error,2023-11-14T23:53:30.000Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
normal,2023-11-15T00:31:25.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:66 completed
error,2023-11-14T22:31:05.150Z hostapd: wlan0: STA 02:00:00:00:01:1a WPA: group key handshake timeout
error,"2023-11-14T23:20:00.400Z kernel: wlan0: failed to remove key (idx=0, hw_key_idx=-1)"
normal,2023-11-15T01:19:55.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:0b:a8
error,2023-11-15T01:02:50.150Z hostapd: wlan0: STA 02:00:00:00:0a:97 IEEE 802.11: disassociated due to excessive frame loss
error,"2023-11-14T22:56:00.400Z kernel: wlan0: failed to remove key (idx=0, hw_key_idx=-1)"
error,2023-11-15T00:18:35.350Z hostapd: wlan0: STA 02:00:00:00:07:d0 IEEE 802.11: deauthenticated due to local deauth request
normal,2023-11-14T23:43:35.050Z hostapd: wlan0: STA 02:00:00:00:05:a0 IEEE 802.11: associated (aid 1)
error,2023-11-14T22:20:05.150Z hostapd: wlan0: STA 02:00:00:00:00:6a WPA: group key handshake timeout
normal,2023-11-15T00:02:45.100Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.87 02:00:00:00:06:d6 LabPhone
error,2023-11-14T23:52:55.800Z kernel: wlan0: connection lost from 02:11:22:33:44:55 after beacon timeout
error,2023-11-14T22:52:35.300Z kernel: wlan0: deauthenticating from 02:11:22:33:44:55 by local choice (Reason: 15)
error,2023-11-15T00:39:00.500Z kernel: wlan0: TX status timeout for EAPOL frame
error,2023-11-15T00:20:20.050Z hostapd: wlan0: STA 02:00:00:00:07:f1 IEEE 802.11: association denied due to unsupported rates
normal,2023-11-15T00:58:55.200Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:0a:58
normal,2023-11-15T01:02:55.050Z hostapd: wlan0: STA 02:00:00:00:0a:98 IEEE 802.11: associated (aid 1)
error,2023-11-14T22:42:35.300Z kernel: wlan0: deauthenticating from 02:11:22:33:44:55 by local choice (Reason: 15)
error,2023-11-14T22:57:35.600Z dnsmasq-dhcp[411]: DHCPDECLINE(wlan0) 10.0.0.87 02:00:00:00:02:c4
normal,2023-11-14T22:31:35.050Z hostapd: wlan0: STA 02:00:00:00:01:24 IEEE 802.11: associated (aid 1)
normal,2023-11-14T23:57:25.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:66 completed
error,2023-11-15T00:15:35.600Z dnsmasq-dhcp[411]: DHCPDECLINE(wlan0) 10.0.0.87 02:00:00:00:07:a4
error,2023-11-15T00:01:35.550Z dhclient[532]: No working leases in persistent database - sleeping.
error,2023-11-14T23:36:00.500Z kernel: wlan0: TX status timeout for EAPOL frame
normal,2023-11-15T00:05:55.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:55 completed
error,2023-11-15T00:43:35.150Z hostapd: wlan0: STA 02:00:00:00:09:60 WPA: EAPOL-Key timeout
error,2023-11-15T00:08:35.150Z hostapd: wlan0: STA 02:00:00:00:07:30 WPA: EAPOL-Key timeout
normal,2023-11-15T00:04:35.000Z hostapd: wlan0: STA 02:00:00:00:06:f4 IEEE 802.11: authenticated
error,2023-11-14T23:45:30.000Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
error,"2023-11-15T00:30:20.150Z hostapd: wlan0: STA 02:00:00:00:08:91 IEEE 802.11: authentication rejected, status_code=13"
normal,2023-11-14T22:25:00.100Z hostapd: wlan0: STA 02:00:00:00:00:b9 WPA: pairwise key handshake completed (RSN)
error,2023-11-14T23:39:35.500Z dhclient[532]: No DHCPOFFERS received.
error,2023-11-14T22:47:05.150Z hostapd: wlan0: STA 02:00:00:00:02:1a WPA: group key handshake timeout
error,2023-11-15T01:05:35.500Z dhclient[532]: No DHCPOFFERS received.
normal,2023-11-15T00:05:35.200Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:07:04
error,2023-11-15T01:18:00.450Z kernel: wlan0: firmware crashed while processing association response
error,2023-11-14T23:36:35.250Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=15
error,2023-11-15T00:51:00.550Z wpa_supplicant[212]: wlan0: CTRL-EVENT-BEACON-LOSS
error,2023-11-14T23:08:00.550Z wpa_supplicant[212]: wlan0: CTRL-EVENT-BEACON-LOSS
error,"2023-11-15T00:27:00.400Z kernel: wlan0: failed to remove key (idx=0, hw_key_idx=-1)"
error,2023-11-15T01:16:00.550Z wpa_supplicant[212]: wlan0: CTRL-EVENT-BEACON-LOSS
normal,2023-11-14T22:19:40.250Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.42 02:00:00:00:00:65
error,2023-11-15T00:13:50.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=8
normal,2023-11-15T01:15:25.000Z hostapd: wlan0: STA 02:00:00:00:0b:62 IEEE 802.11: authenticated
normal,2023-11-15T01:19:40.000Z hostapd: wlan0: STA 02:00:00:00:0b:a5 IEEE 802.11: authenticated
normal,2023-11-15T00:49:05.000Z hostapd: wlan0: STA 02:00:00:00:09:ba IEEE 802.11: authenticated
error,2023-11-14T23:25:40.350Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:04:85
normal,2023-11-15T00:26:05.050Z hostapd: wlan0: STA 02:00:00:00:08:4a IEEE 802.11: associated (aid 6)
error,2023-11-15T01:28:15.500Z hostapd: wlan0: STA 02:00:00:00:0c:2c IEEE 802.1X: authentication failed - EAP timeout
normal,2023-11-15T01:28:55.200Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:0c:38
normal,2023-11-14T23:42:30.250Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.42 02:00:00:00:05:8f
normal,2023-11-14T23:28:20.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:66 completed
normal,2023-11-15T00:51:10.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:09:db
error,2023-11-15T01:29:00.500Z kernel: wlan0: TX status timeout for EAPOL frame
normal,2023-11-14T23:04:40.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:55 completed
normal,2023-11-14T23:13:55.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:03:c8
error,2023-11-14T23:41:25.150Z kernel: wlan0: deauthenticating from 02:11:22:33:44:55 by local choice (Reason: 7)
error,2023-11-14T23:09:05.200Z kernel: wlan0: Michael MIC failure detected for STA 02:00:00:00:03:7a
normal,2023-11-14T23:07:40.250Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.42 02:00:00:00:03:65
normal,2023-11-14T23:08:30.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:03:6f
normal,2023-11-14T22:47:00.050Z hostapd: wlan0: STA 02:00:00:00:02:19 IEEE 802.11: associated (aid 1)
normal,2023-11-15T00:29:15.000Z hostapd: wlan0: STA 02:00:00:00:08:7c IEEE 802.11: authenticated
error,2023-11-14T23:20:30.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
error,2023-11-14T23:54:35.550Z dhclient[532]: No working leases in persistent database - sleeping.
normal,2023-11-15T00:21:00.000Z hostapd: wlan0: STA 02:00:00:00:07:f9 IEEE 802.11: authenticated
normal,2023-11-15T00:42:30.000Z hostapd: wlan0: STA 02:00:00:00:09:4f IEEE 802.11: authenticated
normal,2023-11-15T01:27:35.050Z hostapd: wlan0: STA 02:00:00:00:0c:24 IEEE 802.11: associated (aid 1)
normal,2023-11-15T00:43:30.100Z hostapd: wlan0: STA 02:00:00:00:09:5f WPA: pairwise key handshake completed (RSN)
normal,2023-11-15T00:38:35.000Z hostapd: wlan0: STA 02:00:00:00:09:10 IEEE 802.11: authenticated
error,"2023-11-15T00:03:35.650Z kernel: IPv4: martian source 10.0.0.87 from 10.0.0.87, on dev wlan0"
normal,2023-11-14T23:10:40.250Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.42 02:00:00:00:03:95
error,2023-11-14T23:47:00.550Z wpa_supplicant[212]: wlan0: CTRL-EVENT-BEACON-LOSS
error,2023-11-15T00:17:00.500Z kernel: wlan0: TX status timeout for EAPOL frame
error,"2023-11-14T22:15:20.100Z hostapd: wlan0: STA 02:00:00:00:00:21 IEEE 802.11: denied association, too many stations"
normal,2023-11-15T00:12:40.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:07:75
normal,2023-11-14T22:39:10.000Z hostapd: wlan0: STA 02:00:00:00:01:9b IEEE 802.11: authenticated
error,2023-11-15T00:01:20.250Z hostapd: wlan0: STA 02:00:00:00:06:c1 rejected due to ACL deny list
normal,2023-11-14T22:39:35.000Z hostapd: wlan0: STA 02:00:00:00:01:a4 IEEE 802.11: authenticated
error,2023-11-15T01:14:15.500Z hostapd: wlan0: STA 02:00:00:00:0b:4c IEEE 802.1X: authentication failed - EAP timeout
normal,2023-11-15T00:42:35.250Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.42 02:00:00:00:09:54
normal,2023-11-15T00:54:40.250Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.42 02:00:00:00:0a:15
error,2023-11-14T23:42:35.350Z hostapd: wlan0: STA 02:00:00:00:05:90 IEEE 802.11: deauthenticated due to local deauth request
error,"2023-11-15T00:53:20.100Z hostapd: wlan0: STA 02:00:00:00:0a:01 IEEE 802.11: denied association, too many stations"
error,2023-11-14T23:58:35.450Z dnsmasq-dhcp[411]: no address available for 02:00:00:00:06:94
error,2023-11-14T22:41:25.150Z kernel: wlan0: deauthenticating from 02:11:22:33:44:55 by local choice (Reason: 7)
normal,2023-11-15T01:01:45.100Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.87 02:00:00:00:0a:86 LabPhone
error,2023-11-14T23:48:40.350Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:05:f5
error,2023-11-15T00:53:30.100Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
normal,2023-11-14T23:28:15.050Z hostapd: wlan0: STA 02:00:00:00:04:ac IEEE 802.11: associated (aid 1)
error,"2023-11-14T22:29:20.100Z hostapd: wlan0: STA 02:00:00:00:01:01 IEEE 802.11: denied association, too many stations"
error,2023-11-15T00:39:05.250Z wpa_supplicant[212]: wlan0: WPA: replay counter did not increase - dropping packet from 02:11:22:33:44:55
error,2023-11-15T00:27:50.150Z hostapd: wlan0: STA 02:00:00:00:08:67 IEEE 802.11: disassociated due to excessive frame loss
normal,2023-11-15T00:15:30.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:07:9f
error,2023-11-14T23:21:15.500Z hostapd: wlan0: STA 02:00:00:00:04:3c IEEE 802.1X: authentication failed - EAP timeout
error,2023-11-15T01:20:35.350Z hostapd: wlan0: STA 02:00:00:00:0b:b0 IEEE 802.11: deauthenticated due to local deauth request
normal,2023-11-15T01:06:35.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:55 completed
error,2023-11-14T23:34:35.150Z hostapd: wlan0: STA 02:00:00:00:05:10 WPA: EAPOL-Key timeout
error,2023-11-14T23:38:25.150Z kernel: wlan0: deauthenticating from 02:11:22:33:44:55 by local choice (Reason: 7)
error,"2023-11-15T00:11:35.650Z kernel: IPv4: martian source 10.0.0.87 from 10.0.0.87, on dev wlan0"
normal,2023-11-15T01:09:45.300Z dnsmasq-dhcp[411]: DHCPRELEASE(wlan0) 10.0.0.87 02:00:00:00:0b:06
normal,2023-11-15T00:15:50.000Z hostapd: wlan0: STA 02:00:00:00:07:a7 IEEE 802.11: authenticated
normal,2023-11-14T22:33:40.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:01:45
error,"2023-11-14T23:35:00.400Z kernel: wlan0: failed to remove key (idx=0, hw_key_idx=-1)"
normal,2023-11-15T00:36:40.000Z hostapd: wlan0: STA 02:00:00:00:08:f5 IEEE 802.11: authenticated
normal,2023-11-14T23:21:50.000Z hostapd: wlan0: STA 02:00:00:00:04:47 IEEE 802.11: authenticated
error,2023-11-15T00:47:40.350Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:09:a5
error,2023-11-15T00:04:35.150Z hostapd: wlan0: STA 02:00:00:00:06:f0 WPA: EAPOL-Key timeout
normal,2023-11-15T00:12:55.050Z hostapd: wlan0: STA 02:00:00:00:07:78 IEEE 802.11: associated (aid 1)
normal,2023-11-15T00:43:35.100Z hostapd: wlan0: STA 02:00:00:00:09:64 WPA: pairwise key handshake completed (RSN)
normal,2023-11-15T00:53:40.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:0a:05
normal,2023-11-14T22:50:00.050Z hostapd: wlan0: STA 02:00:00:00:02:49 IEEE 802.11: associated (aid 1)
error,2023-11-14T23:49:05.200Z kernel: wlan0: Michael MIC failure detected for STA 02:00:00:00:05:fa
normal,2023-11-14T23:50:00.100Z hostapd: wlan0: STA 02:00:00:00:06:09 WPA: pairwise key handshake completed (RSN)
normal,2023-11-14T22:50:30.050Z hostapd: wlan0: STA 02:00:00:00:02:4f IEEE 802.11: associated (aid 1)
error,2023-11-14T23:06:00.550Z wpa_supplicant[212]: wlan0: CTRL-EVENT-BEACON-LOSS
normal,2023-11-14T23:55:35.100Z hostapd: wlan0: STA 02:00:00:00:06:64 WPA: pairwise key handshake completed (RSN)
error,2023-11-14T23:42:50.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=8
error,2023-11-14T23:13:35.500Z dhclient[532]: No DHCPOFFERS received.
error,2023-11-14T22:29:31.000Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=34
normal,2023-11-15T00:55:25.000Z hostapd: wlan0: STA 02:00:00:00:0a:22 IEEE 802.11: authenticated
error,2023-11-15T00:14:35.500Z dhclient[532]: No DHCPOFFERS received.
error,2023-11-14T22:45:35.300Z kernel: wlan0: deauthenticating from 02:11:22:33:44:55 by local choice (Reason: 15)
normal,2023-11-14T23:53:25.100Z hostapd: wlan0: STA 02:00:00:00:06:3e IEEE 802.11: reassociated (aid 5)
normal,2023-11-15T00:12:30.050Z hostapd: wlan0: STA 02:00:00:00:07:6f IEEE 802.11: associated (aid 1)
error,2023-11-14T23:33:35.250Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=15
error,"2023-11-14T23:44:20.100Z hostapd: wlan0: STA 02:00:00:00:05:b1 IEEE 802.11: denied association, too many stations"
error,2023-11-15T00:38:05.150Z hostapd: wlan0: STA 02:00:00:00:09:0a WPA: group key handshake timeout
normal,2023-11-14T22:36:50.050Z hostapd: wlan0: STA 02:00:00:00:01:77 IEEE 802.11: associated (aid 4)
error,2023-11-15T01:25:30.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
error,2023-11-14T22:47:05.200Z kernel: wlan0: Michael MIC failure detected for STA 02:00:00:00:02:1a
error,2023-11-14T23:20:55.800Z kernel: wlan0: connection lost from 02:11:22:33:44:55 after beacon timeout
normal,2023-11-15T00:33:15.050Z hostapd: wlan0: STA 02:00:00:00:08:bc IEEE 802.11: associated (aid 1)
normal,2023-11-14T22:42:25.000Z hostapd: wlan0: STA 02:00:00:00:01:d2 IEEE 802.11: authenticated
error,2023-11-14T23:11:40.350Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:03:a5
normal,2023-11-15T00:27:55.050Z hostapd: wlan0: STA 02:00:00:00:08:68 IEEE 802.11: associated (aid 1)
normal,2023-11-15T00:27:35.000Z hostapd: wlan0: STA 02:00:00:00:08:64 IEEE 802.11: authenticated
normal,2023-11-14T22:26:30.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:00:cf
error,2023-11-14T23:39:25.200Z hostapd: wlan0: STA 02:00:00:00:05:62 IEEE 802.11: deauthenticated due to inactivity
error,2023-11-15T01:24:00.500Z kernel: wlan0: TX status timeout for EAPOL frame
normal,2023-11-15T01:23:40.250Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.42 02:00:00:00:0b:e5
normal,2023-11-14T23:06:30.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:03:4f
normal,2023-11-14T22:45:20.000Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=3 locally_generated=1
error,2023-11-15T00:01:35.450Z dnsmasq-dhcp[411]: no address available for 02:00:00:00:06:c4
error,2023-11-14T23:01:35.600Z dnsmasq-dhcp[411]: DHCPDECLINE(wlan0) 10.0.0.87 02:00:00:00:03:04
error,2023-11-15T01:31:20.250Z hostapd: wlan0: STA 02:00:00:00:0c:61 rejected due to ACL deny list
error,"2023-11-15T01:01:35.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-SSID-TEMP-DISABLED id=0 ssid=""LabWiFi"" auth_failures=1 duration=10 reason=WRONG_KEY"
error,2023-11-14T22:35:50.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=8
normal,2023-11-15T00:38:55.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:55 completed
normal,2023-11-14T23:48:25.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:66 completed
error,2023-11-14T23:17:35.350Z hostapd: wlan0: STA 02:00:00:00:04:00 IEEE 802.11: deauthenticated due to local deauth request
error,2023-11-15T01:05:40.350Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:0a:c5
normal,2023-11-15T00:07:35.050Z hostapd: wlan0: STA 02:00:00:00:07:24 IEEE 802.11: associated (aid 1)
normal,2023-11-15T01:13:25.050Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=3 locally_generated=1
error,2023-11-15T01:08:50.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=8
